"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"287","SHTN1",7.79355179318754e-56,2.91161283785152,0.444,0.032,1.93435955506915e-51
"288","GLTSCR2",8.18985692801962e-56,1.78134178828903,0.516,0.073,2.03272248953447e-51
"289","RPL9",9.60289906625389e-56,1.32849943979959,0.663,0.165,2.38343954824421e-51
"290","SAT1",1.21010570324086e-55,-1.37956462926849,0.91,0.892,3.00348235544381e-51
"291","G3BP1",1.21296698432351e-55,2.06666274856635,0.483,0.053,3.01058405509094e-51
"292","LTA4H",1.33046954367055e-55,2.46006355660618,0.487,0.059,3.30222540739031e-51
"293","LOC102135658",1.66728889986834e-55,2.37805443426323,0.468,0.048,4.13821104947321e-51
"294","SCPEP1",1.74102161174972e-55,4.19995954274615,0.409,0.014,4.32121564036282e-51
"295","SCP2",2.07745550684186e-55,2.3014863930857,0.449,0.034,5.1562445679815e-51
"296","DENND1B",2.30649792772117e-55,2.80218735076519,0.438,0.03,5.72472785660394e-51
"297","ATP1B3",3.13094909091521e-55,2.10807315667991,0.478,0.05,7.77101564365156e-51
"298","LOC102136805",3.43260249275645e-55,-4.10599683479212,0.072,0.275,8.51971938702151e-51
"299","PSMB7",3.4478610456053e-55,1.50096258896769,0.547,0.089,8.55759111519234e-51
"300","GPI",3.45936101510902e-55,1.52937731443327,0.538,0.085,8.58613403950058e-51
"301","HSPH1",5.87469310081201e-55,1.76879870804481,0.501,0.064,1.45809882762154e-50
"302","RPS10",6.59294566565553e-55,1.56693445180761,0.527,0.078,1.6363691142157e-50
"303","FAM120A",8.88439795585063e-55,1.68657639406406,0.494,0.059,2.20510757264213e-50
"304","PI16",9.06754795765895e-55,-6.75671995727352,0.003,0.071,2.25056540309095e-50
"305","TSPAN4",1.45848098074513e-54,2.58164279056838,0.456,0.041,3.6199497942094e-50
"306","NACA",1.55826636562858e-54,1.34081948217213,0.571,0.11,3.86761711949014e-50
"307","MLEC",1.79656914018189e-54,2.11062201920708,0.461,0.043,4.45908460593144e-50
"308","USO1",1.91318812806071e-54,1.94259287275316,0.475,0.05,4.74853293384668e-50
"309","JUN",2.65822623585517e-54,2.21970564596122,0.524,0.096,6.59771751739252e-50
"310","GRASP",2.86840122291949e-54,3.2120066921452,0.425,0.025,7.11937183528617e-50
"311","RHOA",4.11059741457952e-54,1.12797570474535,0.813,0.304,1.02025027829864e-49
"312","APP",4.82633057920042e-54,2.93910397771991,0.435,0.032,1.19789524975755e-49
"313","HERC5",4.99993785037837e-54,-3.92888941093774,0.176,0.416,1.24098457446391e-49
"314","ID2",6.4433893322061e-54,1.70304220980356,0.552,0.103,1.59924923225355e-49
"315","TMED10",7.02654768337288e-54,1.96123568242186,0.473,0.053,1.74398913501315e-49
"316","RRBP1",1.00254653723285e-53,2.2520880147844,0.459,0.046,2.48832050541194e-49
"317","RHOU",1.04164696801597e-53,2.64642715939607,0.438,0.034,2.58536777461564e-49
"318","SERPINE2",1.16681957399461e-53,-5.59241329395486,0.007,0.096,2.89604618265462e-49
"319","HDLBP",1.21137202098672e-53,1.2544464847719,0.585,0.117,3.00662535608905e-49
"320","CUL1",1.64423537957927e-53,1.62311236575114,0.495,0.066,4.08099221211574e-49
"321","TUBB6",2.8761309138575e-53,2.8853631616157,0.415,0.021,7.13855692819431e-49
"322","ALOX5AP",3.36963824193858e-53,-2.80115684502376,0.378,0.574,8.36344211649156e-49
"323","SPCS3",4.03801086304494e-53,1.82917501000738,0.492,0.064,1.00223429620775e-48
"324","LOC102143756",4.74012587137973e-53,1.79293396681273,0.495,0.071,1.17649924127645e-48
"325","RAP2B",4.79737724247301e-53,2.79932007529379,0.431,0.032,1.1907090315818e-48
"326","QKI",4.87717429696122e-53,1.24181032347762,0.584,0.121,1.21051466050577e-48
"327","VDAC2",5.3312141125102e-53,1.96794992355841,0.491,0.066,1.32320734272503e-48
"328","UBB",6.40707891910101e-53,0.922342241937458,0.901,0.467,1.59023698772087e-48
"329","SLC7A7",1.21737678550611e-52,1.92720185478508,0.474,0.057,3.02152918162617e-48
"330","TFRC",1.27646378917636e-52,1.76285196313431,0.578,0.13,3.16818312473572e-48
"331","TMED9",1.66213291710002e-52,1.67047343533783,0.488,0.062,4.12541390024226e-48
"332","HEXA",2.07153706865625e-52,1.88920911194802,0.509,0.08,5.1415550044048e-48
"333","EZR",2.18334696476386e-52,1.17390837784228,0.712,0.222,5.41906716654391e-48
"334","EIF3A",3.41995363066545e-52,1.22346565254899,0.635,0.153,8.48832491131165e-48
"335","EFR3A",3.54517601424244e-52,2.08907764489034,0.435,0.034,8.79912686734975e-48
"336","TKT",3.8822425233796e-52,1.03225756748162,0.659,0.169,9.63572594302817e-48
"337","PYCARD",4.15587017700031e-52,1.30212506070253,0.559,0.105,1.03148697793148e-47
"338","EIF3K",4.33598614201447e-52,1.40818362898211,0.556,0.105,1.07619176044799e-47
"339","RNF213",4.51735852296467e-52,-1.92123679817852,0.652,0.707,1.12120838539983e-47
"340","SIGLEC1",4.61211494665706e-52,2.73126566072393,0.42,0.027,1.14472692976028e-47
"341","OS9",5.38531281521268e-52,1.22388389868682,0.584,0.121,1.33663464073579e-47
"342","RASSF4",5.67458684229106e-52,4.19276049011261,0.392,0.014,1.40843245425664e-47
"343","B2M",5.87966514235204e-52,-1.02680842825037,0.857,0.86,1.45933288833178e-47
"344","MARCH1",6.29947034266356e-52,1.9213866341806,0.467,0.055,1.5635285390491e-47
"345","EFCAB14",7.18736763497173e-52,1.03580868869405,0.616,0.14,1.78390464699998e-47
"346","NUCKS1",7.37746192082072e-52,2.2040098675877,0.441,0.039,1.8310860487477e-47
"347","LOC102132662",8.48316150350674e-52,3.1153482506837,0.401,0.018,2.10552068517037e-47
"348","TRPV2",8.87137061769191e-52,2.78924874888004,0.407,0.023,2.20187418731113e-47
"349","rna76576",1.51253628913325e-51,-1.00910003833354,0.98,0.963,3.75411506962871e-47
"350","PDIA4",1.6395674037612e-51,3.65507314738989,0.395,0.016,4.06940629613529e-47
"351","EEF1B2",1.84989942666406e-51,1.50671873698329,0.521,0.087,4.5914503769802e-47
"352","HNRNPAB",3.31803530141254e-51,1.51175193479351,0.511,0.08,8.23536361810593e-47
"353","SH3BGRL3",3.60055625493064e-51,0.940998301236345,0.814,0.293,8.93658062473785e-47
"354","SDC2",4.42484788102137e-51,2.98553280105918,0.41,0.025,1.09824724406951e-46
"355","C3H7orf50",4.49218058277704e-51,1.82071131935825,0.495,0.073,1.11495922064526e-46
"356","IL1RN",4.77002363280571e-51,-3.242270908899,0.271,0.508,1.18391986566238e-46
"357","SCN1B",5.6902193789437e-51,3.85506317378452,0.384,0.011,1.41231244985383e-46
"358","IQGAP2",6.30136996085571e-51,2.77741361133339,0.429,0.039,1.56400002428439e-46
"359","PRNP",6.35502675365489e-51,3.52172592788983,0.388,0.014,1.57731764025714e-46
"360","PKM",9.69755611001619e-51,2.26012790782034,0.436,0.041,2.40693342650602e-46
"361","CXCR1",1.01068518750471e-50,-6.14905345488061,0.009,0.103,2.50852063538668e-46
"362","MFSD1",1.51135839960581e-50,1.83476743370474,0.467,0.059,3.75119154782163e-46
"363","GGA2",2.89283446873722e-50,2.57760666260454,0.408,0.027,7.18001515140578e-46
"364","YWHAG",3.31793785671946e-50,2.20022112421308,0.429,0.039,8.23512176037769e-46
"365","AFF2",4.22333815823517e-50,-5.61844867302016,0.007,0.089,1.04823253087397e-45
"366","CXCL9",6.20413525624744e-50,4.21520486706911,0.463,0.082,1.53986637060061e-45
"367","QARS",6.99788056373574e-50,2.1653019062712,0.422,0.034,1.73687395591921e-45
"368","F13A1",7.47029275856464e-50,4.2535457539985,0.38,0.014,1.85412666267574e-45
"369","TOB2",7.56376212822467e-50,2.72187106209115,0.411,0.03,1.87732576022536e-45
"370","SSR4",9.28466337608432e-50,1.44621026886408,0.476,0.064,2.30445344994413e-45
"371","HADHA",1.77338342391768e-49,1.75541824675742,0.443,0.048,4.40153765816368e-45
"372","PFDN5",1.79362659327241e-49,1.40150969947352,0.535,0.101,4.45178120450213e-45
"373","LMAN2",1.95708739244131e-49,1.36309714491837,0.519,0.092,4.85749090803934e-45
"374","NFE2L1",2.00528664511507e-49,1.65490540898457,0.457,0.055,4.9771214531756e-45
"375","RPL38",2.92564896041475e-49,1.74543116496749,0.479,0.071,7.2614607197494e-45
"376","LOC101867429",3.04977994205285e-49,2.41868215552848,0.41,0.03,7.56955381617517e-45
"377","CAPNS1",4.13570582814827e-49,1.79309140657656,0.462,0.059,1.0264821865464e-44
"378","ANXA4",4.36128945078491e-49,2.3412975685158,0.419,0.037,1.08247204168481e-44
"379","DNASE2",4.94085501105315e-49,1.65413472947134,0.618,0.195,1.22632021374339e-44
"380","SLC31A1",5.51308498368753e-49,3.41613223676027,0.382,0.016,1.36834769295124e-44
"381","RAN",5.52460595034721e-49,1.56967747470586,0.5,0.082,1.37120719687618e-44
"382","NUS1",5.5554803395837e-49,2.70742690222422,0.397,0.025,1.37887022028467e-44
"383","LOC102120590",1.07227235747438e-48,1.28659646407525,0.526,0.096,2.6613799912514e-44
"384","LOC102143777",1.07443126611198e-48,1.10596113793408,0.651,0.174,2.66673840248994e-44
"385","GSPT1",1.18108225551311e-48,1.63211134421659,0.498,0.082,2.93144615818354e-44
"386","LOC102133057",1.19488613753369e-48,1.82640057622873,0.455,0.057,2.96570739335862e-44
"387","RPL5",1.27891131207287e-48,3.03474867055425,0.394,0.025,3.17425787656485e-44
"388","MAP4",1.82499909656702e-48,3.03690322726633,0.391,0.023,4.52964775767934e-44
"389","HBEGF",2.46988137438251e-48,3.22115232799504,0.396,0.027,6.1302455712174e-44
"390","STOM",2.65499729078542e-48,1.77581563935133,0.476,0.073,6.58970327572942e-44
"391","GALNT1",5.1403483331926e-48,1.40534837907889,0.487,0.078,1.2758344562984e-43
"392","TMEM176A",5.2458162127774e-48,3.95929859869288,0.373,0.016,1.30201158401135e-43
"393","ATP6",7.48774940455391e-48,0.571572812590717,0.982,0.67,1.85845940221028e-43
"394","ADAP2",8.28449006351808e-48,3.07913752295861,0.374,0.016,2.05621043376519e-43
"395","PADI4",1.54266469776044e-47,-7.38163294653302,0.002,0.057,3.82889377984142e-43
"396","EIF4G2",1.54548309784286e-47,0.886988184256742,0.809,0.304,3.83588904884597e-43
"397","ARL5A",1.84404793847486e-47,2.59777018434469,0.401,0.032,4.57692698329461e-43
"398","EIF3G",2.26973276565701e-47,1.7886821072498,0.44,0.053,5.63347672436071e-43
"399","NINJ1",3.74836919822982e-47,1.07489005814583,0.68,0.215,9.30345235000642e-43
"400","CMKLR1",3.78092724143146e-47,3.51522917729543,0.375,0.018,9.38426141323288e-43
"401","PSMB10",3.80776320490522e-47,1.11201193292564,0.572,0.128,9.45086827457475e-43
"402","CXCR2",3.81807127880288e-47,-5.87946588052057,0.012,0.11,9.47645291398875e-43
"403","FAM20C",4.8835789530526e-47,3.61534674869508,0.365,0.014,1.21210429614765e-42
"404","ASAH1",5.20990895788495e-47,1.41523965894215,0.494,0.085,1.29309940334704e-42
"405","DPYD",6.17970824930408e-47,2.42582572252538,0.407,0.037,1.53380358747727e-42
"406","OAZ1",6.35962856116168e-47,0.683174829108394,0.951,0.682,1.57845980888033e-42
"407","SORL1",6.56213493815592e-47,-3.34377874991476,0.204,0.426,1.6287218916503e-42
"408","SGK3",7.7110510538377e-47,4.75278252965579,0.355,0.009,1.91388287156252e-42
"409","CYFIP1",1.06838894177458e-46,2.23760756227287,0.399,0.032,2.65174135348451e-42
"410","ATP1A1",1.06956033598588e-46,1.35195152741444,0.485,0.078,2.65464875391694e-42
"411","NDUFB2",1.14318316674488e-46,1.7012536643828,0.445,0.057,2.83738061986079e-42
"412","FIS1",1.22961171983534e-46,1.31568502606488,0.469,0.071,3.05189628863131e-42
"413","FNBP1",1.25952922196729e-46,0.993630244666157,0.649,0.185,3.12615152892281e-42
"414","CHCHD10",1.63449087576107e-46,4.04727717057225,0.351,0.007,4.05680635363896e-42
"415","PBRM1",2.12057508198091e-46,1.55963065193117,0.459,0.066,5.26326735347662e-42
"416","ANO6",2.69823964899448e-46,3.07181279559426,0.368,0.016,6.6970308088043e-42
"417","SMIM7",3.14770983227013e-46,1.92500800500303,0.388,0.027,7.81261580369445e-42
"418","CCT2",3.44959341365165e-46,2.44962023273613,0.376,0.021,8.56189085268339e-42
"419","LOC102141262",4.23775878485278e-46,1.79279433987728,0.452,0.066,1.05181173040046e-41
"420","C2",4.25980781326342e-46,3.16593822636088,0.373,0.021,1.05728429925198e-41
"421","PLD3",5.14757792081909e-46,3.98826986301133,0.353,0.009,1.2776288399473e-41
"422","EIF3E",5.37027303435185e-46,1.86913383927005,0.44,0.057,1.33290176712613e-41
"423","FABP5",5.52262481712879e-46,3.2444045208451,0.385,0.03,1.37071547961137e-41
"424","IDH1",7.00719374813272e-46,3.45596994367968,0.359,0.014,1.73918548828654e-41
"425","BCL2L11",7.4085007285652e-46,1.95330238306,0.427,0.053,1.83878988082988e-41
"426","CD52",7.83171352678733e-46,1.41639641306975,0.531,0.114,1.94383129734862e-41
"427","EMP3",7.93885243478874e-46,2.84238234909112,0.384,0.027,1.97042317431457e-41
"428","NDUFS7",1.00425649467069e-45,2.04923164820122,0.406,0.039,2.49256461977265e-41
"429","FBL",1.12945404995592e-45,2.25165765373339,0.398,0.034,2.8033049519906e-41
"430","PEPD",1.13932119792763e-45,3.32745221918061,0.364,0.016,2.82779521325639e-41
"431","TRAM1",1.2889125129073e-45,1.06558040342193,0.573,0.13,3.19908085703592e-41
"432","CREG1",1.43651006672519e-45,1.22132497425162,0.662,0.215,3.56541798561193e-41
"433","EEF1D",1.60037534396356e-45,1.67588576927264,0.468,0.076,3.97213160371756e-41
"434","LOC102124370",2.12136401912707e-45,3.98315881918189,0.356,0.014,5.26522549547339e-41
"435","FUCA1",2.45600544625718e-45,1.58768574610463,0.551,0.14,6.09580551761032e-41
"436","MGAT1",2.5743704196557e-45,1.08192632055743,0.523,0.105,6.38958738158546e-41
"437","LILRB4",2.85146013937491e-45,2.19261876573814,0.436,0.064,7.07732406592852e-41
"438","EIF3D",3.16771312443803e-45,1.12776548575899,0.503,0.094,7.86226397485518e-41
"439","GNPTAB",3.26885605490702e-45,1.98300085803004,0.408,0.041,8.11330072827922e-41
"440","SFPQ",4.44429854095042e-45,1.16866916076461,0.551,0.126,1.10307489786389e-40
"441","LPXN",4.57714504603066e-45,2.58151889570564,0.382,0.027,1.13604740042481e-40
"442","ATP2A2",5.13836620199816e-45,2.26251983233451,0.378,0.025,1.27534249133594e-40
"443","VEGFA",5.64920174597253e-45,2.70396126484034,0.393,0.037,1.40213187335038e-40
"444","TMBIM6",6.18449106832953e-45,0.947392610611828,0.667,0.197,1.53499068315939e-40
"445","GNA15",8.51392156696095e-45,1.87987456514867,0.394,0.034,2.11315533291971e-40
"446","SERINC1",8.90594805719904e-45,0.881821905640048,0.583,0.144,2.2104563077968e-40
"447","COLGALT1",9.84804456108692e-45,2.45003332077576,0.383,0.03,2.44428466006177e-40
"448","LOC102137297",1.00648696305293e-44,1.47852235738212,0.438,0.057,2.49810064229737e-40
"449","DYNLL1",1.05086349908335e-44,1.29786663355022,0.475,0.08,2.60824320472488e-40
"450","GSTK1",1.11137083252268e-44,2.70824064730521,0.376,0.027,2.75842240632129e-40
"451","CALM2",1.17304747070429e-44,1.00401436526662,0.595,0.149,2.91150382228805e-40
"452","LOC102119366",1.17773538823687e-44,-3.70223896800262,0.081,0.268,2.9231392336039e-40
"453","EIF4B",1.29278983976077e-44,1.53088961646189,0.459,0.071,3.20870438228623e-40
"454","LOC102144280",1.35874522417691e-44,1.53154243711217,0.461,0.073,3.3724056464071e-40
"455","ITGA4",1.41706050527313e-44,1.90841641165153,0.448,0.071,3.51714417408792e-40
"456","VAMP5",1.60847361430764e-44,1.60935406379463,0.449,0.066,3.99223151071155e-40
"457","PSMB9",1.72231798952028e-44,-1.50382487903197,0.685,0.716,4.27479324998934e-40
"458","PI4K2A",2.11105979788121e-44,4.44804538525888,0.339,0.007,5.23965041834116e-40
"459","LOC102134487",2.18592466961519e-44,2.16706108884553,0.393,0.037,5.42546502998489e-40
"460","SGPL1",2.22499534977697e-44,1.7496928443147,0.432,0.057,5.52243845814643e-40
"461","AP1B1",3.11393806829702e-44,2.01263826931926,0.404,0.043,7.7287942855132e-40
"462","SLC8A1",4.03775477116287e-44,3.89084393448033,0.342,0.009,1.00217073420262e-39
"463","HNRNPM",4.15495431105796e-44,1.42014274291089,0.469,0.078,1.03125966000458e-39
"464","CD151",4.44772818578017e-44,2.33518728797562,0.368,0.023,1.10392613571064e-39
"465","TCF4",4.69400241930438e-44,3.2533090966347,0.357,0.018,1.16505140047135e-39
"466","ATP5J",4.93499218334903e-44,1.28812811622057,0.454,0.069,1.22486505990723e-39
"467","IDS",5.66256712765452e-44,1.27496936189756,0.473,0.082,1.40544916108385e-39
"468","LOC102145737",7.77720316330761e-44,1.13803862219776,0.531,0.117,1.93030182513295e-39
"469","EID1",8.12154557475034e-44,1.58519148103286,0.452,0.071,2.01576761165303e-39
"470","DBI",8.64822152956664e-44,1.27437542412485,0.517,0.108,2.14648858363844e-39
"471","CXCL16",1.05552409092437e-43,1.10382125918938,0.584,0.151,2.61981079367429e-39
"472","ARL6IP4",1.10523155414611e-43,2.48438657474006,0.38,0.032,2.74318471739065e-39
"473","AIDA",1.1935096241275e-43,2.50058230435907,0.362,0.021,2.96229088708446e-39
"474","KRTCAP2",1.38429220312492e-43,1.73532282394924,0.422,0.055,3.43581324815606e-39
"475","ATP5E",1.44098837690607e-43,1.04913809831298,0.584,0.149,3.57653315148087e-39
"476","RPS28",1.47709935088996e-43,1.57338289910888,0.444,0.066,3.66616058890888e-39
"477","LOC102128802",1.92716096145977e-43,2.95120740218432,0.359,0.021,4.78321350634314e-39
"478","SERTAD1",2.06865412685741e-43,1.16720784928914,0.509,0.105,5.1343995428601e-39
"479","RNASEH2B",2.69898521070699e-43,2.03454880932814,0.396,0.041,6.69888129297476e-39
"480","SRP14",2.73710049852948e-43,0.956700526005008,0.585,0.146,6.79348343735016e-39
"481","DAB2",2.84438230722064e-43,2.7550928091751,0.366,0.025,7.05975688652162e-39
"482","SSR1",3.52779287593772e-43,1.18995984702546,0.523,0.112,8.75598191807743e-39
"483","PXDC1",4.07956551210597e-43,2.45828556909294,0.385,0.037,1.0125481601047e-38
"484","LIMS1",4.55907290707288e-43,1.79076862978143,0.412,0.05,1.13156189553549e-38
"485","P2RY14",4.96508796510225e-43,-5.18571137818653,0.015,0.114,1.23233483293838e-38
"486","FXYD5",5.01533440973776e-43,2.08462480322849,0.397,0.043,1.24480600049691e-38
"487","ETFB",6.36400450320742e-43,2.80145599835606,0.353,0.018,1.57954591769608e-38
"488","BMPR2",7.52730391680238e-43,2.88094675804543,0.363,0.025,1.86827683215035e-38
"489","NR4A3",8.4650358123741e-43,1.36936936925697,0.508,0.112,2.10102188863125e-38
"490","GRN",1.03055646427248e-42,0.771929632698599,0.894,0.561,2.55784114432429e-38
"491","POLD4",1.12084936605283e-42,1.85363607093673,0.381,0.034,2.78194812654312e-38
"492","PSMC5",1.1222631531747e-42,1.25369311038273,0.465,0.08,2.7854571461796e-38
"493","PSMD1",1.19399675644112e-42,1.84073043765244,0.394,0.041,2.96349994948685e-38
"494","IL1R2",1.25192339694291e-42,-3.86008640466587,0.039,0.181,3.10727387121231e-38
"495","ATF3",1.32391591117331e-42,1.52593860815838,0.472,0.089,3.28595929153215e-38
"496","RALA",1.41726694676939e-42,2.67641598268246,0.384,0.039,3.51765656188162e-38
"497","ADA",1.46550631481569e-42,2.46614059409651,0.354,0.021,3.63738667337254e-38
"498","NCKAP1L",1.62155749806502e-42,0.941974681477409,0.558,0.135,4.02470571019738e-38
"499","ARPC5",1.91255945884438e-42,0.779139973615678,0.727,0.245,4.74697257685174e-38
"500","RPS3",1.9469403115581e-42,0.752998347062858,0.889,0.471,4.83230585328721e-38
"501","CD81",2.08402603183194e-42,0.831295918184116,0.82,0.373,5.17255261100688e-38
"502","PRKX",2.62622594973447e-42,1.92421236927922,0.411,0.053,6.51829280724095e-38
"503","ENSA",3.78609237418221e-42,1.15549826151836,0.517,0.114,9.39708127272025e-38
"504","SLCO2B1",3.91226947911141e-42,5.25564982638691,0.321,0.005,9.71025284715451e-38
"505","NRIP1",4.93562893123115e-42,2.45530731159027,0.378,0.037,1.22502310073157e-37
"506","SNX1",4.99979868373884e-42,1.39647370713107,0.422,0.057,1.24095003330398e-37
"507","DDX58",5.0640172762632e-42,-3.243899321742,0.22,0.426,1.25688908796853e-37
"508","YBX3",5.31026637794389e-42,4.80878221185411,0.324,0.007,1.31800811500567e-37
"509","USF2",5.58360288783759e-42,1.38640450371612,0.425,0.059,1.38585023676129e-37
"510","RGCC",5.91388851905244e-42,2.07341758266273,0.405,0.053,1.46782713042881e-37
"511","TNFRSF21",6.38758897113568e-42,3.19591494004789,0.338,0.014,1.58539958263588e-37
"512","VIMP",7.34214515583671e-42,1.46500822157017,0.455,0.078,1.82232042767867e-37
"513","EPRS",9.31718460625763e-42,2.12166538221783,0.377,0.037,2.31252521927314e-37
"514","VOPP1",1.0396733099679e-41,2.19216435989582,0.373,0.034,2.58046915534033e-37
"515","SLC37A2",1.2183316350379e-41,1.22596878602716,0.464,0.085,3.02389911816406e-37
"516","EDF1",1.4899499149282e-41,1.20691524461518,0.443,0.071,3.69805568885179e-37
"517","THBD",1.59864005209726e-41,2.83881722672345,0.372,0.037,3.9678246093054e-37
"518","LOC102141582",1.62662870842024e-41,6.33931149307011,0.313,0.002,4.03729245429903e-37
"519","RPL41",1.6617639680958e-41,1.12414681070348,0.49,0.098,4.12449816881377e-37
"520","ARL6IP5",1.66672331410673e-41,1.09928358749651,0.457,0.078,4.1368072656129e-37
"521","PLTP",1.7850244260829e-41,3.31336014342592,0.355,0.027,4.43043062553776e-37
"522","C14H11orf58",1.81799122152315e-41,1.57977017821628,0.427,0.064,4.51225421182045e-37
"523","CS",1.83969717802818e-41,1.53839131143201,0.408,0.053,4.56612839586594e-37
"524","KIF5B",1.97909035315962e-41,0.77909362530978,0.646,0.195,4.91210225654217e-37
"525","CD36",2.14996427263547e-41,4.26764616605192,0.325,0.009,5.33621132468124e-37
"526","ISG15",2.21695532529784e-41,-3.39584574185322,0.287,0.487,5.50248311738925e-37
"527","NAP1L4",2.28463675450246e-41,1.15562069573919,0.506,0.11,5.67046842467512e-37
